match_id,season,round,home_team_id,away_team_id,home_elo_pre,away_elo_pre,prob_win,prob_draw,prob_loss,predicted_xg_home,predicted_xg_away,actual_home_goals,actual_away_goals,actual_outcome
,2023,17,West Ryde Rovers FC,Pennant Hills FC,1530.19,1461.14,0.61211,0.14197,0.24592,3.933,2.688,3,4,-1
,2023,17,Eastwood St Andrews FC,West Pennant Hills Cherrybrook FC,1482.41,1615.9,0.16814,0.11877,0.71309,2.449,4.425,2,1,1
,2023,17,Ryde Saints United FC,St Patrick's FC,1423.68,1497.22,0.33554,0.1609,0.50355,2.81,3.348,0,3,-1
,2023,18,Hills Hawks FC,Epping Eastwood FC,1512.14,1499.93,0.56945,0.14542,0.28513,3.932,2.96,0,5,-1
,2023,18,Macquarie Dragons FC,West Ryde Rovers FC,1508.95,1523.8,0.50075,0.15409,0.34516,3.623,3.104,4,3,1
,2023,18,West Pennant Hills Cherrybrook FC,Normanhurst Eagles FC,1609.89,1522.95,0.7028,0.13018,0.16701,3.855,2.056,2,1,1
,2023,18,Pennant Hills FC,Ryde Saints United FC,1467.54,1417.27,0.63344,0.14182,0.22474,3.821,2.456,5,1,1
,2023,18,St Patrick's FC,Eastwood St Andrews FC,1503.64,1488.42,0.55761,0.14679,0.2956,3.897,3.003,1,0,1
,2023,101,West Pennant Hills Cherrybrook FC,Epping Eastwood FC,1612.88,1510.26,0.74886,0.11128,0.13986,4.422,2.201,3,2,1
,2023,102,St Patrick's FC,Normanhurst Eagles FC,1507.62,1519.96,0.43564,0.1673,0.39706,3.032,2.912,1,0,1
,2023,104,Epping Eastwood FC,St Patrick's FC,1507.47,1512.03,0.49048,0.15614,0.35338,3.532,3.079,1,1,0
,2023,105,West Pennant Hills Cherrybrook FC,St Patrick's FC,1615.67,1512.67,0.74872,0.11345,0.13783,4.271,2.086,1,0,1
,2024,1,Putney Rangers FC,West Pennant Hills Cherrybrook FC,1500.0,1594.77,0.35815,0.15171,0.49014,3.276,3.724,2,2,0
,2024,1,Macquarie Dragons FC,Eastwood St Andrews FC,1510.72,1487.55,0.53293,0.14838,0.31869,3.866,3.134,1,1,0
,2024,1,Epping Eastwood FC,North Ryde SC,1505.46,1500.0,0.50626,0.15064,0.3431,3.777,3.223,4,3,1
,2024,1,Normanhurst Eagles FC,Pennant Hills FC,1512.45,1478.51,0.5491,0.14672,0.30418,3.92,3.08,3,1,1
,2024,1,West Ryde Rovers FC,St Patrick's FC,1515.48,1507.9,0.50945,0.1504,0.34015,3.788,3.212,5,2,1
,2024,2,Eastwood St Andrews FC,West Ryde Rovers FC,1488.9,1523.06,0.32171,0.16578,0.51252,2.579,3.171,1,2,-1
