K_SETTLED,HFA,ELO_TO_GOAL_RATIO,REGRESSION_FACTOR,MOV_C1,MOV_C2,USE_ADJ_RATES,brier
20,30,125,0.5,0.002,3.0,True,0.5862084318122995
20,50,125,0.5,0.001,3.0,False,0.5862264758101603
30,30,125,0.7,0.001,3.0,False,0.5862375758609629
30,40,125,0.5,0.0005,3.0,False,0.5862819485021388
20,30,100,0.5,0.0005,3.0,False,0.5863006948898396
30,30,125,0.5,0.0005,2.2,False,0.5863040160534759
20,50,125,0.5,0.002,3.0,False,0.5863161117951874
30,40,125,0.5,0.001,3.0,False,0.5863233849144389
30,30,125,0.7,0.002,3.0,False,0.5863271967171124
20,30,100,0.5,0.001,3.0,False,0.5863318342802137
30,30,125,0.5,0.001,2.2,False,0.5863545526433154
20,30,100,0.5,0.002,3.0,False,0.5863917839786098
30,40,125,0.5,0.002,3.0,False,0.5864044012454542
30,30,125,0.5,0.002,2.2,False,0.5864517719213904
20,30,125,0.8,0.0005,3.0,False,0.5868013405566844
25,30,125,0.5,0.0005,2.2,False,0.5868201409026739
25,30,125,0.7,0.0005,3.0,False,0.5868446396262033
20,30,125,0.8,0.001,3.0,False,0.5868456955331556
25,40,125,0.5,0.0005,3.0,False,0.5868488662106954
25,30,125,0.5,0.001,2.2,False,0.5868684436802142
25,30,125,0.7,0.001,3.0,False,0.5868875420016042
25,40,125,0.5,0.001,3.0,False,0.5868903449871661
20,30,125,0.8,0.002,3.0,False,0.5869327650764704
25,30,125,0.5,0.002,2.2,False,0.5869636409994654
25,40,125,0.5,0.002,3.0,False,0.5869693002288773
25,30,125,0.7,0.002,3.0,False,0.5869734813005347
20,30,125,0.5,0.0005,2.2,False,0.5874230440748663
20,30,125,0.5,0.001,2.2,False,0.5874682699021386
20,40,125,0.5,0.0005,3.0,False,0.5874794724818184
20,40,125,0.5,0.001,3.0,False,0.5875190518898398
20,30,125,0.5,0.002,2.2,False,0.587557831552941
20,30,125,0.7,0.0005,3.0,False,0.5875737894572195
20,40,125,0.5,0.002,3.0,False,0.587595379982888
20,30,125,0.7,0.001,3.0,False,0.5876137631438502
20,30,125,0.7,0.002,3.0,False,0.5876952486122996
30,30,125,0.5,0.0005,3.0,False,0.5880060707598929
30,30,125,0.5,0.001,3.0,False,0.5880432981973264
30,30,125,0.5,0.002,3.0,False,0.5881163942385026
25,30,125,0.5,0.0005,3.0,False,0.5885654728171122
25,30,125,0.5,0.001,3.0,False,0.5886006742893048
25,30,125,0.5,0.002,3.0,False,0.5886699354770054
20,30,125,0.5,0.0005,3.0,False,0.5891877732951871
20,30,125,0.5,0.001,3.0,False,0.5892209473839574
20,30,125,0.5,0.002,3.0,False,0.5892869210946523
